time,load@tsung_controller@ip-172-31-31-91 
0,0.05859375 
10,0.05078125 
20,0.0390625 
30,0.0390625 
40,0.03125 
50,0.03125 
60,0.01953125 
70,0.01953125 
80,0.01171875 
90,0.01171875 
100,0.01171875 
110,0.01171875 
120,0.01171875 
130,0.01171875 
140,0.01171875 
150,0.01171875 
160,0.01171875 
170,0.01171875 
180,0.01171875 
190,0.01171875 
200,0.01171875 
210,0.01171875 
220,0.01171875 
230,0.01171875 
240,0.01171875 
250,0.01171875 
260,0.01171875 
270,0.01171875 
280,0.01171875 
290,0.01171875 
300,0.01171875 
310,0.01171875 
320,0.01171875 
330,0.01171875 
340,0.01171875 
350,0.01171875 
360,0.01171875 
