time,load@tsung_controller@ip-172-31-31-91 
0,0.0 
10,0.078125 
20,0.078125 
30,0.078125 
40,0.078125 
50,0.078125 
60,0.078125 
70,0.078125 
80,0.078125 
90,0.078125 
100,0.078125 
110,0.078125 
120,0.16015625 
130,0.16015625 
140,0.16015625 
150,0.16015625 
160,0.16015625 
170,0.16015625 
180,0.16015625 
190,0.16015625 
200,0.16015625 
210,0.16015625 
220,0.16015625 
230,0.16015625 
240,0.16015625 
250,0.16015625 
260,0.16015625 
270,0.16015625 
280,0.16015625 
290,0.16015625 
300,0.2109375 
310,0.2109375 
320,0.2109375 
330,0.2109375 
340,0.26171875 
350,0.44921875 
360,0.4609375 
370,0.609375 
380,0.609375 
390,0.609375 
398,0.609375 
