time,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Post,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_New_Post,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Authenticate_User,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Redirect_To_New_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Reply_To_Conversation,tr_Post_New_Book 
0,43.509793376985265,,,,,,0,,5.723362445931587,,,,0.33399999999999963,,,1.648802401555444,1390.6087142126662,,,,,,,, 
10,47.6651649543228,,1.0985,,2.2853070909617372,0.34675287389660603,0.3248671523356375,0,1.3260390579969106,1.0380000000000003,0,,0.5229999999999997,2.692515098482376,,1.0625781100700313,2152.078386159928,0,1.9751554931757183,0,11.054499999999999,50.24112069947176,8.392014292700464,,0.4425000000000008 
20,2207.7846185117514,0,0.8805891493767111,8.0145,0.17259254763749193,0,0,1.4860323642168787,3.534215675011927,1.0259549210369823,0.10249999999999937,0,0,0.8446614943277563,153.111541067289,0,4029.5703187849554,1.479499999999998,0.6245000000000007,0.7275635138368785,16.65964812616101,4.65547336442961,0.8420000000000094,0,0.3920813180961315 
30,2662.534745480863,2.9044999999999987,0,1.1219999999999999,0.0,0,0,6.581466114949024,0,0,0,0.2575000000000003,0,0,0.0,0,0,0,0,1.0895000000000001,0,0.0,0,2.847999999999999,0.3494999999999995 
40,19.126455749969875,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0 
50,48.95242411026962,0,0,0,0,0.0,0,0,1.388476719286282,0,0.0,0,3.2837789545312313,0,0,1.1658150034298875,1062.635352212769,0,4.376111236652417,0,0,0.0,21.24694435024063,0,0 
60,42.98997371753284,0,0.09475582655787797,0,0.6499994017091263,0.3452236376611549,0.0,1.3544999999999998,18.739833817971835,11.326259400172678,2.204582826749768,0,0.0,2.0498160825357528,0,1.8572534640570904,2515.2986245489874,1.1118592356948815,7.637355780216701,0.44850000000000056,2.06117992603751,6.11922289910156,29.89609094472299,0,0.49240904405450087 
70,34.51444325165331,0,0.37924691458497284,0,7.020632848967392,0.9725000000000001,0.4737772566184327,18.30626269355806,3.5563329427937433,5.501918594656068,0.056499999999999995,0,0,1.0833244364966306,0,0,2299.5281370555645,1.9840000000000053,3.281218974710466,0.7790209801411007,0.29499999999999993,11.777303005010685,11.470027208337388,0,0.3858176581056423 
80,3950.2601283946506,0.0,0,1.4461706522936908,0.0,0,0,0.7099766819332084,0,0,0,0.0,0,0.6979313879044428,65.32791587743351,0,0,0.0,0,0,0,9.334427111505022,0,0.0,0.5939999999999994 
90,3471.211060682673,0.9197105824962301,0,0.0,0,0,0,0.0,0,0,0,5.466586340873272,0,0,0.0,0,0,0,0,0,0,0,0,3.077117590646586,0 
