time,sentpackets@tsung_controller@ip-172-31-30-207 
10,293 
20,293 
30,293 
40,92 
50,92 
60,57 
70,57 
80,57 
90,57 
100,57 
110,57 
120,57 
130,57 
140,57 
150,57 
160,57 
170,57 
180,57 
190,57 
200,57 
210,57 
220,34 
230,34 
240,34 
250,34 
260,34 
270,34 
280,34 
290,34 
300,34 
310,34 
320,34 
330,34 
340,34 
350,34 
360,34 
370,34 
380,34 
390,8 
400,8 
410,8 
420,8 
430,8 
440,8 
450,4 
460,4 
470,4 
480,4 
490,4 
500,4 
510,4 
520,4 
530,4 
540,4 
550,4 
560,4 
570,4 
580,4 
590,4 
600,4 
610,4 
620,4 
630,4 
640,4 
650,4 
660,4 
670,4 
680,4 
690,4 
700,4 
710,4 
720,4 
730,4 
740,4 
750,4 
760,4 
770,4 
780,4 
790,4 
800,4 
810,4 
820,4 
830,2 
840,2 
843,2 
