time,cpu@tsung_controller@ip-172-31-46-69 
0,0.01713237363666439 
10,0.007286808794137241 
20,0.007286808794137241 
30,0.005204375839205604 
40,0.0020819453697534978 
50,0.0020819453697534978 
60,0.0020819453697534978 
70,0.0020819453697534978 
80,0.0020819453697534978 
90,0.0020819453697534978 
100,0.0020819453697534978 
110,0.0020819453697534978 
120,0.0020819453697534978 
130,0.0020819453697534978 
140,0.0020819453697534978 
150,0.0020819453697534978 
160,0.0020819453697534978 
170,0.0020819453697534978 
180,0.0020819453697534978 
190,0.0020819453697534978 
200,0.0020819453697534978 
210,0.0020819453697534978 
220,0.0020819453697534978 
230,0.0020819453697534978 
240,0.0020819453697534978 
250,0.0020819453697534978 
260,0.0020819453697534978 
270,0.0020819453697534978 
280,0.0020819453697534978 
290,0.0020819453697534978 
