time,sentpackets@tsung_controller@ip-172-31-29-186 
10,185 
20,185 
30,176 
40,28 
50,28 
60,28 
70,28 
80,28 
90,28 
100,28 
110,28 
120,28 
130,24 
140,6 
150,2 
160,2 
170,2 
180,2 
190,2 
200,2 
210,2 
220,2 
230,2 
240,2 
250,2 
260,2 
270,2 
280,2 
290,2 
300,2 
310,2 
320,2 
330,1 
340,1 
350,1 
360,1 
370,1 
380,1 
390,1 
400,1 
410,1 
420,1 
430,1 
440,1 
450,1 
460,1 
470,1 
480,1 
490,1 
500,1 
510,1 
520,1 
530,1 
540,1 
550,1 
560,1 
570,1 
580,1 
590,1 
600,1 
610,1 
620,1 
628,1 
