time,recvpackets@tsung_controller@ip-172-31-29-186 
10,342 
20,342 
30,342 
40,65 
50,65 
60,65 
70,65 
80,65 
90,65 
100,65 
110,65 
120,65 
130,31 
140,6 
150,2 
160,2 
170,2 
180,2 
190,2 
200,2 
210,2 
220,2 
230,2 
240,2 
250,2 
260,2 
270,2 
280,2 
290,2 
300,2 
310,2 
320,2 
330,1 
340,1 
350,1 
360,1 
370,1 
380,1 
390,1 
400,1 
410,1 
420,1 
430,1 
440,1 
450,1 
460,1 
470,1 
480,1 
490,1 
500,1 
510,1 
520,1 
530,1 
540,1 
550,1 
560,1 
570,1 
580,1 
590,1 
600,1 
610,1 
620,1 
628,1 
