time,sentpackets@tsung_controller@ip-172-31-16-124 
10,346 
20,346 
30,175 
40,93 
50,69 
60,44 
70,44 
80,44 
90,44 
100,44 
110,44 
120,44 
130,44 
140,44 
150,44 
160,44 
170,44 
180,44 
190,44 
200,44 
210,44 
220,44 
230,24 
240,24 
250,24 
260,24 
270,24 
280,24 
290,24 
300,24 
310,24 
320,24 
330,24 
340,24 
350,24 
360,24 
370,24 
380,24 
390,24 
400,24 
410,24 
420,24 
430,24 
440,24 
450,24 
460,21 
470,21 
480,21 
490,21 
500,19 
510,19 
520,19 
530,19 
540,19 
550,19 
560,19 
570,19 
580,19 
590,19 
600,19 
610,19 
620,19 
630,19 
640,19 
650,19 
660,19 
670,19 
680,19 
690,19 
700,19 
710,19 
720,15 
730,15 
740,15 
750,15 
760,15 
770,15 
780,15 
790,15 
800,15 
810,15 
820,15 
830,15 
840,15 
850,15 
860,3 
870,2 
880,2 
890,2 
900,2 
910,2 
920,2 
930,2 
940,2 
950,2 
960,2 
970,2 
980,2 
990,2 
1000,2 
1010,2 
1020,2 
1030,2 
1040,2 
1050,2 
1060,2 
1070,2 
1080,2 
1090,2 
1100,2 
1110,2 
1120,2 
1130,2 
1140,2 
1150,2 
1160,2 
1170,2 
1180,2 
1190,2 
1200,1 
1210,1 
1220,1 
1222,1 
