time,recvpackets@tsung_controller@ip-172-31-31-187 
10,433 
20,519 
30,898 
40,898 
50,898 
60,898 
70,898 
80,898 
90,898 
100,898 
110,898 
120,898 
130,898 
140,898 
150,898 
160,898 
170,898 
180,898 
190,898 
200,898 
210,898 
218,898 
