time,recvpackets@tsung_controller@ip-172-31-17-231 
10,666 
20,666 
30,666 
40,27 
50,27 
60,27 
70,27 
80,27 
90,27 
100,27 
110,27 
120,27 
130,27 
140,27 
150,27 
160,27 
170,27 
180,27 
190,27 
200,27 
210,27 
220,27 
230,27 
240,15 
250,15 
260,15 
270,15 
280,15 
290,15 
300,4 
310,4 
320,4 
330,4 
340,4 
350,4 
360,4 
370,0 
380,0 
390,0 
400,0 
410,0 
420,0 
430,0 
440,0 
450,0 
460,0 
470,0 
480,0 
490,0 
500,0 
510,0 
520,0 
530,0 
540,0 
550,0 
560,0 
570,0 
580,0 
590,0 
600,0 
610,0 
620,0 
630,0 
640,0 
647,0 
