time,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Post,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_New_Post,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Authenticate_User,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Redirect_To_New_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Reply_To_Conversation,tr_Post_New_Book 
0,126.46045537384607,,,,,,,,5.2581525800945945,,,,35.138119108740014,0.45700000000000074,,39.95029593131947,976.5192460218394,,0.5492956285098214,,,18.4365,10.193924670483886,, 
10,114.96078223633059,,24.953000000000003,,5.298965582073542,2.1415695616766683,0.1970000000000005,0.3059999999999998,42.80539488897525,5.979000000000001,0.7985787375080807,,35.59800000000001,1.0465133348409847,,23.367322924688374,1812.8316270731395,2.742999999999995,5.527664988240715,,1.9540000000000006,14.296713203031045,4.225194528723567,,0.4097558297327812 
20,1069.8264366365559,,0.0,0.737788248754343,0,0,15.272471580837859,13.207459163501342,10.248809874322,0.0,0.0,0,0,0.8186603004299151,62.97499141722861,0,0.0,9.073999999999998,0.0,0.8235000000000006,13.55700000000001,6.330997994737876,0.0,,0 
30,817.5326573061523,1.8850407157406448,0.0,1.1230000000000002,0,0,0,0,0,0.0,0,4.389269351498037,0,0,0.0,0,0,0,0,1.0235000000000003,0,0,0,1.3251623485445079,0 
40,125.75849127308909,0.7079999999999984,0,0,0,0,0.0,0,10.911438647584466,0,0,0,26.55851056364748,0,0,20.283669228349172,1412.3066452696196,0,0.0,0,0,0.0,0.0,0.7760000000000025,0 
50,375.4433537715049,0.0,0.6244061258507957,0.11299999999999955,4.43174420904174,0.2696594560222617,1.95678651677239,10.900866051221191,38.69162486920617,11.844716133787252,3.430482408576898,0.0,0.0,1.1030513289847392,101.42307883426852,67.61241438282288,2226.710042394742,1.1260000000000012,4.868359893799507,4.700510208713754,41.51597263796655,20.499502258820208,10.885818836589905,0.0,4.292062169478288 
60,752.3538811874122,1.8543742232893548,0.6297454620231699,11.306022350400475,0.2753982974207037,0.0,0.4185000000000001,6.541098317561049,58.23831756116891,6.7359324188281775,0.0,1.1760765871697678,0,1.032183352036944,57.281132596897095,0,1971.2244523102602,2.512500000000003,1.3873469284933744,0.604325657241193,64.08954035900533,11.788067450308288,10.125112477770312,1.600054174082865,0.4803392134731455 
70,20.39615192731651,1.3518812406749674,1.3659999999999997,0,0,0,0,0.0689999999999995,0,0.4474999999999989,0,3.0834999999999995,0,0.09349999999999925,0,0,0,0,0,6.268501396665714,0,3.333202797444056,0,8.641585541245696,0 
80,23.445,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0 
90,135.0207952378762,0,0,0,0,0,0,0.0,0,0,0,0,12.666500000000028,0,0,22.42599888150655,310.25649999999996,0,0,0,0,0,0,0,0 
